Origin	Bearing	OperatingCondition	TestNumber	TestIdx	Hour	Minute	Second	Mili/centisecond	Mean	Standard Deviation	RMS	Peak	Peak-to-Peak	Skewness	Kurtosis	Crest Factor	Form Factor	Impulse Factor	Margin Factor	Total Energy	Max Power Frequency	Spectral Centroid	Spectral Bandwidth	Spectral Flatness	Spectral Roll-off	BPFO_max	BPFO_rms	BPFI_max	BPFI_rms	BSF_max	BSF_rms	Timestamp	Duration	Actual_RUL	RUL	Alive
Full_Test_Set	Bearing2_4	2	4	00011	8	5	16	462540.0	0.0006109375000000032	0.36453058454383647	0.36453109649589566	1.807	3.307	-0.059934348021691355	0.47185127727204446	4.957053094701745	1.265485808747061	6.27308034455076	1.3078584380757614	170.09175769140626	3390.0	3399.018896187407	1915.3235825787904	-7.896818626160421	4160.0	3.0160030108108318	2.2223960576232153	3.1932935555485136	2.305266639479328	10.0010278613576	8.5888311753429	2000-01-01 08:05:16	100.0	1390	1290.0	True
Full_Test_Set	Bearing2_4	2	4	00012	8	5	26	462540.0	0.0011753906249999976	0.3406264909655496	0.34062851890384194	1.274	2.38	-0.017641243432857615	0.06491477621218289	3.7401448478236348	1.254070305437511	4.6904045916907195	0.9849262737167432	148.52192921914065	3520.0	3382.1928301801668	2134.553689758151	-7.3890126011077895	5150.0	6.750221804625076	4.80430505238844	5.51533938241612	4.9170594178610765	19.765613798271264	14.416101762595165	2000-01-01 08:05:26	110.0	1390	1280.0	True
Full_Test_Set	Bearing2_4	2	4	00013	8	5	36	462540.0	-0.00319921875	0.401494192827729	0.401506938763205	1.437	2.8689999999999998	-0.040825914851791184	0.1878617098498414	3.5790166028674624	1.2636901455827487	4.5227680119206575	0.9440231955183044	206.36015862031252	3560.0	3556.496619101185	1927.7675734954194	-8.125860323429496	4370.0	9.666531357180688	8.93766445844083	4.314389986975891	4.050334770834888	38.41767576321285	29.696248515709247	2000-01-01 08:05:36	120.0	1390	1270.0	True
Full_Test_Set	Bearing2_4	2	4	00014	8	5	46	462540.0	0.0026414062499999984	0.37991430613267574	0.3799234883910838	1.425	2.7990000000000004	-0.03107961246159237	0.3052219484556251	3.7507552008291216	1.2711752247107972	4.767867085249151	0.9905334890674233	184.76784420703123	3400.0	3425.957141400396	2016.9098076056462	-7.807132564961957	5270.0	3.8713614270257484	3.114189100848067	6.777485940793441	5.6674231266608315	25.43460423049428	23.877901830702427	2000-01-01 08:05:46	130.0	1390	1260.0	True
Full_Test_Set	Bearing2_4	2	4	00015	8	5	56	462540.0	0.008940625	0.3527861200141091	0.3528993925327727	1.463	2.8520000000000003	0.03411571833115213	0.1858591893554813	4.145657462031862	1.2529366375476367	5.19424612090247	1.0917778680419532	159.51240312500002	3350.0	3352.25350377373	1988.987322715283	-7.918638161815654	4510.0	4.467705932610534	3.628318496705277	6.560188270977484	5.947292701208995	23.075466058634284	16.788202516664718	2000-01-01 08:05:56	140.0	1390	1250.0	True
Full_Test_Set	Bearing2_4	2	4	00016	8	6	6	462540.0	-0.0013558593749999994	0.3669224175128582	0.36692492260423654	1.637	3.0220000000000002	0.030342583332406133	0.10868168261824795	4.461403134955922	1.258358063296291	5.614042608487135	1.1757038083866826	172.33433696289063	3590.0	3393.12580090989	2000.65072724287	-7.897754872715916	4950.0	4.17997780757469	3.0721228960069706	11.036221848729848	8.647022726493596	45.59571280753709	36.17826036647815	2000-01-01 08:06:06	150.0	1390	1240.0	True
Full_Test_Set	Bearing2_4	2	4	00017	8	6	16	462540.0	0.007334765625000001	0.35789997844733284	0.3579751295263052	1.219	2.4370000000000003	-0.05306218865926612	0.10906716206505562	3.405264498718266	1.2629407522485445	4.30064730761651	0.8982086855298415	164.09695686601563	3390.0	3322.6263883508914	2155.2804026838635	-7.336737626452411	5340.0	2.8445368030256155	2.122903335707385	5.990744607153616	4.883320382277213	20.579724143405535	16.07818187719692	2000-01-01 08:06:16	160.0	1390	1230.0	True
Full_Test_Set	Bearing2_4	2	4	00018	8	6	26	462540.0	-0.006414843750000001	0.34028347180830437	0.3403439310554105	1.406	2.473	0.025004630331502384	0.09917370721740859	4.131115238752686	1.2615259456253924	5.2115090580549515	1.0893837715414603	148.3258681601563	3580.0	3402.12214362123	2052.948046466197	-7.5919007972791235	5230.0	3.6095509152820457	3.216334117104924	5.888695572330329	4.238035026262668	24.594992969340584	19.166215899967714	2000-01-01 08:06:26	170.0	1390	1220.0	True
Full_Test_Set	Bearing2_4	2	4	00019	8	6	36	462540.0	-0.0041214843750000014	0.3567824744430024	0.35680627895697825	1.375	2.5780000000000003	0.07360046436332729	0.18099849524350464	3.8536317354599863	1.2638961597468736	4.870590351526556	1.0165200672082204	162.98033576601563	3390.0	3463.679413730304	2028.3038529423707	-7.7192776619646075	5000.0	5.881089010896645	4.716429510999264	8.630823430556234	6.900600997845975	36.131750282053254	28.352613559825176	2000-01-01 08:06:36	180.0	1390	1210.0	True
Full_Test_Set	Bearing2_4	2	4	00020	8	6	46	462540.0	-0.002015624999999999	0.34795422391941067	0.3479600619144387	1.399	2.678	-0.05101259352439774	0.05606833415645207	4.020576362421748	1.250024920434465	5.025820647536936	1.0580648666215275	154.98276108203126	3540.0	3439.418170245961	2145.613665144426	-7.490723643762633	5210.0	5.361540757967714	4.531487483981008	5.067792188243693	4.915595912355497	20.26002183770271	16.56829939666886	2000-01-01 08:06:46	190.0	1390	1200.0	True
Full_Test_Set	Bearing2_4	2	4	00021	8	6	56	462540.0	0.005182031250000002	0.3339018703932699	0.3339420795587163	1.057	2.0629999999999997	-0.05017051065254134	-0.16958724429987004	3.165219553632653	1.2416511602852438	3.9300985313255254	0.8318540371600535	142.77662061328127	3600.0	3528.6705873605365	2043.197654266701	-7.4137547429860735	5470.0	9.53470625064161	7.76918432318719	2.6450100142591886	2.3591110086327403	27.631974184670906	25.214144760701227	2000-01-01 08:06:56	200.0	1390	1190.0	True
Full_Test_Set	Bearing2_4	2	4	00022	8	7	6	462540.0	0.005152734374999997	0.3362818033756595	0.3363212778774561	1.175	2.2960000000000003	-0.04511678119303397	-0.052443665679808404	3.493683204986304	1.2479254756871159	4.359856275482621	0.9191538071030991	144.82576004882813	3590.0	3437.5839421332166	2143.532713513987	-7.401282316374197	5220.0	2.646813625971876	2.5718102895743757	3.0629246581733534	3.0036615044441013	21.072456572433552	17.132433685542615	2000-01-01 08:07:06	210.0	1390	1180.0	True
Full_Test_Set	Bearing2_4	2	4	00023	8	7	16	462540.0	0.0036519531250000016	0.3601387866645966	0.3601573023303498	1.332	2.442	-0.006052129136620179	-0.017639026337716857	3.6983839877227855	1.2521477176424591	4.6309230691925025	0.9736500469263617	166.05011478632812	3570.0	3541.139480748139	1934.64442983553	-8.51004745959412	4950.0	7.931225669276521	5.873440861389145	5.6998720332061446	4.7014552656320285	12.896545805012382	9.864936139292901	2000-01-01 08:07:16	220.0	1390	1170.0	True
Full_Test_Set	Bearing2_4	2	4	00024	8	7	26	462540.0	0.010150000000000001	0.33789742480152163	0.3380498368399251	1.144	2.157	0.03047805781035488	0.05673978940365787	3.384116409266933	1.2569536820986735	4.253677581278613	0.8919131992500182	146.40767711328124	3610.0	3582.600399837085	2128.013056603311	-7.2074045867611725	5370.0	5.685034209882822	4.792255619236521	5.387121088492041	4.038282637239789	22.9146046626595	22.208086154201837	2000-01-01 08:07:26	230.0	1390	1160.0	True
Full_Test_Set	Bearing2_4	2	4	00025	8	7	36	462540.0	0.0002207031249999991	0.36919621323661433	0.3691962792040638	1.155	2.2889999999999997	-0.042971080133598454	-0.1665538296348852	3.1284172269829496	1.2487365546704339	3.906568949594321	0.8230924837070509	174.47170247539063	3610.0	3574.1527782395824	2017.8423212521127	-7.88228063955247	5220.0	6.1907952095344685	5.62405382491495	5.071811864307947	4.871794638155699	17.217800100617367	13.221028718344964	2000-01-01 08:07:36	240.0	1390	1150.0	True
Full_Test_Set	Bearing2_4	2	4	00026	8	7	46	462540.0	-0.003158593750000002	0.3644845577205878	0.3644982435228598	1.603	2.875	0.026178576049564774	0.058409865907894876	4.397826405161995	1.2518386245948747	5.505368958245014	1.1577150306506256	170.07251400703126	3390.0	3446.080415525697	2074.363072434509	-7.734539375307799	5070.0	5.835424476140626	5.249211906522313	5.364202168719948	4.125137693059633	27.24063214234586	21.414929515669932	2000-01-01 08:07:46	250.0	1390	1140.0	True
Full_Test_Set	Bearing2_4	2	4	00027	8	7	56	462540.0	-0.003961328124999997	0.3502019345875478	0.3502243382596004	1.254	2.392	0.07229171759739286	0.11521098946819919	3.5805621226429003	1.2605702759872859	4.513550183129583	0.9439672754232793	157.02263768945315	3430.0	3436.9925523541847	2181.339607912673	-7.301159279916316	5250.0	5.535356990155266	4.462056321409295	4.2484594432222735	3.543250355929352	15.87658405352303	15.165392035715065	2000-01-01 08:07:56	260.0	1390	1130.0	True
Full_Test_Set	Bearing2_4	2	4	00028	8	8	6	462540.0	0.007206640624999998	0.3574382604507065	0.357510902915037	1.617	2.739	0.08466306332921023	0.033108472613875506	4.52293898400151	1.2549591608573485	5.676103711971523	1.1914294033145822	163.66936825039062	3430.0	3486.4418928956156	2155.271853298894	-7.663639139525563	5420.0	5.480957989044939	4.662701121000797	3.4304491880656705	2.7462051346191787	20.491799376078525	16.187165997955773	2000-01-01 08:08:06	270.0	1390	1120.0	True
Full_Test_Set	Bearing2_4	2	4	00029	8	8	16	462540.0	0.012285156250000002	0.375507454484479	0.37570836221396514	1.267	2.396	-0.0010526646668478595	-0.19209753685837727	3.3722965135347347	1.2422549457896577	4.189252022607744	0.8866569744897808	180.87420688203127	3570.0	3411.0688416379194	2062.090097383272	-8.139044782716123	4420.0	3.9255869206456278	3.1355821085387117	6.919279566760225	6.570795445575824	36.792669677718926	28.57641665414653	2000-01-01 08:08:16	280.0	1390	1110.0	True
Full_Test_Set	Bearing2_4	2	4	00030	8	8	26	462540.0	0.012880859375000001	0.36382096314999013	0.3640489112270836	1.396	2.54	-0.006157468844954193	-0.01769968239829023	3.8346495675390546	1.2560194996776735	4.816394631259611	1.010637576705042	169.85304859101566	3640.0	3572.7747077311265	2005.2981035128412	-7.709752808779018	5450.0	4.792929828235043	4.178623678952589	4.447483699897448	4.30895408319881	37.60450996066074	27.046164069119065	2000-01-01 08:08:26	290.0	1390	1100.0	True
Full_Test_Set	Bearing2_4	2	4	00031	8	8	36	462540.0	-0.006934765624999999	0.3860736137028809	0.3861358908103143	1.388	2.6929999999999996	0.028149042092299768	-0.06094565561459975	3.5945894516235013	1.2471224068632247	4.48289304859386	0.9456056525299231	190.91926265507814	3540.0	3397.1686508082203	1938.8857010900326	-8.151787194224443	4020.0	6.052289317009205	4.446629139565494	3.2772487409276354	2.338873958046954	13.683867724676904	9.979606904927483	2000-01-01 08:08:36	300.0	1390	1090.0	True
Full_Test_Set	Bearing2_4	2	4	00032	8	8	46	462540.0	0.007476171874999998	0.332095486166585	0.3321796277289217	1.257	2.432	0.05190600083542583	-0.07850395160415147	3.7840972024503157	1.2492560653466307	4.727306382022274	0.995889352511107	141.31170956289066	3440.0	3530.039525995583	2154.1721976436406	-7.414361685240337	5370.0	2.1544485488240537	2.1033461235460877	4.851289710389371	4.635631591913242	27.255448462788706	24.50163141052672	2000-01-01 08:08:46	310.0	1390	1080.0	True
Full_Test_Set	Bearing2_4	2	4	00033	8	8	56	462540.0	-0.004616015625000001	0.34764711226382244	0.3476777563572697	1.234	2.377	-0.030863859848129324	-0.05870187205868982	3.549263585134148	1.2484448793426157	4.431059948297941	0.9338368221600339	154.76721107695315	3660.0	3569.234367746523	2161.0450514155364	-7.456831292883837	5300.0	5.940589918584344	4.333369095757559	6.526815671849816	5.103055444003482	40.881419434564705	29.581948674699138	2000-01-01 08:08:56	320.0	1390	1070.0	True
Full_Test_Set	Bearing2_4	2	4	00034	8	9	6	462540.0	-0.007220703125000004	0.3684756258384069	0.36854636803341995	1.38	2.562	-0.0005215982271442172	0.04392517270273322	3.74444064491462	1.2589569465242196	4.71408956076289	0.9870070318229575	173.9306540800781	3400.0	3652.332264793647	2062.23061929328	-7.663821629114543	5560.0	5.844060355767985	4.489572960644585	6.544264925845427	4.922974266823903	46.746675350864514	34.09505360080832	2000-01-01 08:09:06	330.0	1390	1060.0	True
Full_Test_Set	Bearing2_4	2	4	00035	8	9	16	462540.0	-0.005167578125	0.34976687163837716	0.34980504335897583	1.337	2.455	-0.05099205090029254	0.09443550415645197	3.822128998374526	1.2544577133997492	4.794699203619782	1.0066632339836397	156.65956475820312	3580.0	3560.3949915092826	2076.019603684253	-7.648732172774402	5410.0	4.960368816779885	3.6926277915219243	5.786558747385163	4.4531596060596055	26.362421382543914	23.290016154441638	2000-01-01 08:09:16	340.0	1390	1050.0	True
Full_Test_Set	Bearing2_4	2	4	00036	8	9	26	462540.0	0.005144921875	0.408259006155437	0.4082914232850416	1.319	2.474	0.08751014114168763	-0.22406295023413536	3.230535653645516	1.2448013019469562	4.021374987643999	0.8494473495044282	213.41264551757814	3600.0	3574.517091098867	1897.0248939786684	-8.413937668701232	4290.0	5.16123129411798	4.215396347974246	7.11015684193546	6.288771675871226	22.560651890470716	19.267995948775557	2000-01-01 08:09:26	350.0	1390	1040.0	True
Full_Test_Set	Bearing2_4	2	4	00037	8	9	36	462540.0	0.004245703124999998	0.3473779520682039	0.347403896895422	1.168	2.295	-0.04470714216301829	-0.17760305381028552	3.362080881757062	1.2414642834441183	4.173903332751701	0.8835313266682001	154.50559472851563	3400.0	3499.935432760126	2207.002610823384	-7.057380376697941	5610.0	4.684368476120086	3.7679305624111796	4.023664529737781	2.9606088787860854	29.906865114920624	25.380015067448912	2000-01-01 08:09:36	360.0	1390	1030.0	True
Full_Test_Set	Bearing2_4	2	4	00038	8	9	46	462540.0	0.020386718749999998	0.3653705081983334	0.365938828989901	1.737	2.923	0.006876607384297559	0.038261928528287026	4.746694973022218	1.2551528368309202	5.957827660959905	1.2517468756901682	171.94204364531254	3610.0	3529.1708080101484	2077.097708666982	-7.653504843474909	5330.0	4.544571909692795	3.9881266267897657	5.04406071608355	4.5109061334882155	15.757297148208513	11.461873071049803	2000-01-01 08:09:46	370.0	1390	1020.0	True
Full_Test_Set	Bearing2_4	2	4	00039	8	9	56	462540.0	0.0034613281249999996	0.3654276690632307	0.36544406153250736	1.337	2.49	0.036246943401205566	-0.039402700666652635	3.658562665906311	1.250699251111573	4.575761586393783	0.9629270881156776	170.97520505664062	3400.0	3467.665904339353	2045.650414757222	-7.968576251930857	4590.0	6.015795348942094	5.845877200227148	7.267328561640269	6.49024358498018	28.308716488601632	23.060708655666772	2000-01-01 08:09:56	380.0	1390	1010.0	True
Full_Test_Set	Bearing2_4	2	4	00040	8	10	6	462540.0	0.0031187499999999987	0.38458753874890106	0.3846001840385675	1.425	2.816	-0.02278839497239413	0.08787775105721307	3.705146432943729	1.2495322976647587	4.6297001355405625	0.974987013495899	189.34841056250002	3430.0	3430.3759588642747	1940.641249358298	-8.034702647790258	4180.0	4.330780286679348	3.0718083756249515	5.181739268627958	4.453581818362327	13.913849278697569	10.470248141110204	2000-01-01 08:10:06	390.0	1390	1000.0	True
Full_Test_Set	Bearing2_4	2	4	00041	8	10	16	462540.0	0.014779296874999997	0.3541918973074562	0.35450010963944	1.397	2.741	0.06193152021499321	0.060078732847732574	3.9407604173123687	1.255470034262798	4.947506616144637	1.0387079344343595	161.13994099882814	3210.0	3529.141027633588	2114.392245854875	-7.4941070594366295	5320.0	6.133017563347932	4.505800492514549	5.505160280270784	5.225477054373236	24.26571435154256	20.602388323610487	2000-01-01 08:10:16	400.0	1390	990.0	True
Full_Test_Set	Bearing2_4	2	4	00042	8	10	26	462540.0	0.006050390625000001	0.39001386919430175	0.3900607970440313	1.408	2.726	0.08028263619589412	0.17960297928070768	3.6096936956242245	1.2586682436634846	4.543406824034496	0.9513891388836483	194.79621083789064	3590.0	3460.8787066027935	1913.0112441222807	-8.404029862348368	3830.0	3.8004148040497383	3.2641947892360923	6.3194480973939235	5.45373488527369	31.365052599064796	22.738793947606005	2000-01-01 08:10:26	410.0	1390	980.0	True
Full_Test_Set	Bearing2_4	2	4	00043	8	10	36	462540.0	-0.0004835937500000002	0.35878530494340893	0.3587856308525329	1.365	2.517	0.03334143242872705	-0.09344639416643341	3.804500187915939	1.2547968466284567	4.773874838794291	1.0019913827567415	164.77182287656254	3580.0	3547.47567617535	2039.590606316008	-7.459887000898322	4720.0	7.137719002813195	5.471265199158968	3.818679013469875	3.37927905693141	24.188053506816246	20.96994723482556	2000-01-01 08:10:36	420.0	1390	970.0	True
Full_Test_Set	Bearing2_4	2	4	00044	8	10	46	462540.0	-0.002276953125000001	0.381670976922652	0.38167776872726683	1.399	2.6020000000000003	0.1571963249797787	0.332268516314965	3.6653955630297004	1.2737934203849728	4.6689567512955055	0.9683995763688371	186.47438088789065	3410.0	3607.3596960464424	1975.5793258014103	-7.824148904569225	5260.0	7.387752155249726	5.293807863308749	4.159207684850383	3.3672883589763467	17.91607982260981	14.425939833209409	2000-01-01 08:10:46	430.0	1390	960.0	True
Full_Test_Set	Bearing2_4	2	4	00045	8	10	56	462540.0	0.004758984374999999	0.3815908508577525	0.3816205253791062	1.335	2.541	0.06658631612815673	-0.18112558214122565	3.498239510764773	1.2488843755575367	4.368896666952166	0.9204727453267176	186.44290294882813	3440.0	3461.3136287430743	1976.8054314442252	-8.13277954368944	4140.0	3.878434761309023	2.997906027462544	7.668761827024256	6.5485130472757564	8.817160462467548	6.625143882868314	2000-01-01 08:10:56	440.0	1390	950.0	True
Full_Test_Set	Bearing2_4	2	4	00046	8	11	6	462540.0	0.009188671874999998	0.36360595723571226	0.3637220419882812	1.347	2.572	-0.059824989498752416	-0.17203471868237186	3.7033774269951976	1.2522185519168672	4.637437918833539	0.9751824528324222	169.44868078789062	3570.0	3634.5560712573288	2103.3537798874404	-7.508576973485697	5510.0	8.40650471344833	7.524288262307509	5.55711323276076	4.247010790502907	18.678757855360125	17.603570090361035	2000-01-01 08:11:06	450.0	1390	940.0	True
Full_Test_Set	Bearing2_4	2	4	00047	8	11	16	462540.0	0.0006964843749999964	0.4048268501240875	0.4048274492569334	1.355	2.708	-0.036790976598084606	0.1693484051231402	3.3471050505273836	1.2612321849838075	4.221476616246989	0.8824726880958762	209.77420315820314	3380.0	3460.055513287703	1975.588612430382	-8.90570255219851	3880.0	2.9544741214531176	2.4137670474045336	4.224170134867146	3.726334151073312	15.72493734784813	12.660215474026158	2000-01-01 08:11:16	460.0	1390	930.0	True
Full_Test_Set	Bearing2_4	2	4	00048	8	11	26	462540.0	0.014993359374999998	0.38912638475857314	0.38941513085732177	1.561	3.064	0.0041384662469600075	0.21737542294964385	4.008575620991821	1.2687066392725843	5.085706504378546	1.0587947675268894	194.39321126757815	3610.0	3510.5404956736256	1861.481424191243	-8.645021568205843	4060.0	4.174386341309611	3.7331771051047453	3.3705300826396134	3.1839395575247442	26.99068674293076	23.85049006500345	2000-01-01 08:11:26	470.0	1390	920.0	True
Full_Test_Set	Bearing2_4	2	4	00049	8	11	36	462540.0	0.005639453124999999	0.3682058815090084	0.3682490659993247	1.247	2.465	-0.053032998624071834	-0.18575202832873217	3.38629507889176	1.2444640521462167	4.2141224956404315	0.8903788608211817	173.62119679882812	3580.0	3591.269228552448	2088.6275378655546	-7.505976300077048	5430.0	7.896537407293012	6.899554048401619	9.31369948064353	6.6497233293844955	42.62542365839557	41.93894239864356	2000-01-01 08:11:36	480.0	1390	910.0	True
Full_Test_Set	Bearing2_4	2	4	00050	8	11	46	462540.0	0.006716015625	0.39550512626228973	0.3955621439996818	1.68	3.011	0.003125210694350538	0.2035991479268926	4.24712027044062	1.2547181313019216	5.328938809141766	1.1186761255513573	200.3414512332031	3570.0	3481.3872766908385	1968.2191312691225	-8.276711912867114	4020.0	5.486139380959022	5.043802707400034	3.8830113572692917	3.011373745615918	10.048099327447385	9.422178206785652	2000-01-01 08:11:46	490.0	1390	900.0	True
Full_Test_Set	Bearing2_4	2	4	00051	8	11	56	462540.0	-0.005936328125	0.36118071384733064	0.36122949498466345	1.534	2.879	0.1314049352292501	0.12857447413028567	4.246607824937242	1.2561312644215916	5.334296856641043	1.1187973213038835	167.07265782382814	3570.0	3544.8154906512086	2009.9192326361742	-7.950090816978987	5230.0	9.758783533482589	8.337627217927219	7.20633319431177	5.446402170294945	35.67727783510638	26.601703957921373	2000-01-01 08:11:56	500.0	1390	890.0	True
Full_Test_Set	Bearing2_4	2	4	00052	8	12	6	462540.0	0.00457109375	0.3575990154952593	0.35762822984385617	1.441	2.724	0.078274301299802	0.1833062402071839	4.029323973191809	1.2561099091736023	5.0612737699969825	1.061503885796002	163.74195358203127	3550.0	3534.3577119207007	2045.5135620263086	-7.808668191667718	4380.0	5.136414694945023	4.478505096187428	3.890498732431854	2.753968980153279	31.754136410634302	23.636636402425903	2000-01-01 08:12:06	510.0	1390	880.0	True
Full_Test_Set	Bearing2_4	2	4	00053	8	12	16	462540.0	0.019674609374999995	0.3625569265374972	0.36309036786229265	1.199	2.372	0.02994646474797742	-0.17705025938458663	3.302208227277289	1.2438545259660254	4.1074666491811005	0.869106222979757	169.24397716757812	3530.0	3441.496036233038	2084.2371694057683	-7.460886489679713	4550.0	9.919060109441153	8.672356758233747	7.446035540881359	6.578269670641711	36.65017156032283	26.355359780420745	2000-01-01 08:12:16	520.0	1390	870.0	True
Full_Test_Set	Bearing2_4	2	4	00054	8	12	26	462540.0	-0.0023234375000000017	0.3803757970095937	0.38038289303345385	1.395	2.79	-0.00018230774126256054	-0.11667533598528657	3.6673573537317643	1.2414490319428368	4.552837236578743	0.9637107732458368	185.21158605624998	3580.0	3627.8996618671054	1962.8765113256873	-8.136300492483763	4450.0	3.4337143227337683	2.8354310077939076	5.933088748262709	5.43117834709585	25.840023158682225	20.035530703929275	2000-01-01 08:12:26	530.0	1390	860.0	True
Full_Test_Set	Bearing2_4	2	4	00055	8	12	36	462540.0	-0.011917187499999999	0.3799850328280574	0.38017186183521	1.31	2.4450000000000003	0.012126099856045479	-0.10892698608548068	3.4458099915028297	1.24427870890052	4.287548007343653	0.9062664294615137	185.19272862890625	3420.0	3532.6668834322977	1962.7925701816926	-7.914781248652581	4270.0	6.937796920881635	5.738026092506797	9.15087417273915	7.475357050550787	22.805230619843847	16.213034013286915	2000-01-01 08:12:36	540.0	1390	850.0	True
